path,layer,version,global,milestone_introduced,purpose_snippet
core/engines/media/live-capture-engine.js,,,,"ChurchOS C003 (genuine NEW FEATURE, per explicit scope)",
core/engines/media/recording-export-engine.js,,"'1.0.0',",,,
core/engines/wakeword/wake-word-engine.js,,1.0.0-ENTERPRISE,,"179 — Wake Word Engine (new capability, no existing owner)",
core/shell/platform-event-bus.js,Core / Shared Shell Service — Cross-Platform Communication,1.0.0-ENTERPRISE,,,
core/shell/cozy-admin-recovery-wizard.js,Core / Shell UI,1.0.0-ENTERPRISE,,130,
core/shell/user-dashboard.js,,,,365.0,
core/shell/provider-manager.js,,,,M367 — Provider Ecosystem Expansion,
core/shell/startup-orchestrator.js,,,,M351 — Living Startup Completion (reconciled onto M354),
core/shell/cozy-login-gate.js,Core / Shell UI,1.0.0-ENTERPRISE,,121,
core/shell/window-manager.js,,,,M366.6 — Platform Requirement (applies to all CozyOS applications),
core/shell/platform-discovery.js,Core / Shared Shell Service — Platform-Wide Discovery,2.1.0-ENTERPRISE,,,
core/shell/module-loading-manager.js,Core / Shared Shell Service — Application Load Lifecycle,1.0.0-ENTERPRISE,,,
core/shell/launch-sequence.js,,,,364.3 — Startup/Login Sequencing Correction,
core/shell/cozy-workspace.js,Shell / Enterprise Orchestration & Visualization,3.1.1-ENTERPRISE-CONTROL-CENTER,,,
core/connectivity/updateManager.js,,"(rollbackVersion !== undefined && rollbackVersion !== null) ? rollbackVersion : null,",,,
core/living/cozy-environment.js,,,,M370.5 — Living World Synchronization,
core/living/cozy-living-assistant.js,Living Ecosystem — Composed Living Component,1.0.0-ENTERPRISE,,364.7.1,
core/living/language-badge.js,,,,M368,
core/output/output-storage.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real localStorage persistence for OutputCenter's artifacts — the same real pattern already proven in Developer Hub's own Output Center (Rule 54): text content stored as-is, Uint8Ar"
core/output/output-export.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,Real ZIP export for one or more real artifacts. `createZipStore()` below is copied verbatim from Developer Hub's own implementation — not reimplemented — because that exact functio
core/output/output-collections.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real, plural collection membership — an artifact can genuinely belong to more than one collection at once without being moved out of its real category (the same corrected design fr"
core/output/output-inbox.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"A real, single arrival point every application calls instead of `OutputCenter.publish()` directly — `OutputInbox.receive(...)` logs the raw arrival (application, timestamp, whether"
core/output/output-history.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real, per-artifact audit trail — the ""Audit History"" field in the requested metadata schema. Reuses the existing, real `PlatformEventBus` (same pattern already proven in `VendorEve"
core/output/output-center.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"The single, real, platform-wide artifact store — promoted out of Developer Hub, where it previously lived as a private field on `CozyDeveloperHubUI` and was reachable by nothing el"
core/output/output-events.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,"134 (restored — genuinely missing file, not a stub)","A thin, real wrapper over the existing, real `PlatformEventBus` — not a second pub/sub mechanism. Mirrors the same pattern already proven in `core/vendor-events.js`. Every real Out"
core/registry/cozy-registry.js,Core / Platform Foundation — Application & Coordinator Catalog,1.0.0-ENTERPRISE,,,"A single, metadata-only catalog of what applications and coordinators exist on this CozyOS install, and how to find/launch/display them. This is the piece that lets the Workspace S"
core/collaboration/cozy-share.js,,,,"M366.4 — Device Collaboration Session Manager, Roles,",
core/calculation/calculation-certification.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real certification of a registered formula against exactly the six checks requested — every one of them actually executed, not assumed: 1. Formula identifier exists — real registry"
core/calculation/formula-library.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/calculation-engine.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"The single, real entry point every CozyOS application should call instead of implementing its own formulas — `calculate(formulaId, inputs)`. Coordinates `FormulaRegistry`/`Calculat"
core/calculation/dependency-events.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/dependency-certification.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real dependency-integrity certification for one formula or the whole graph — missing references, circular dependencies, deprecated references, self-references, duplicate declaratio"
core/calculation/formula-registry.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"The single, real place formula identifiers (e.g. ""Business.VAT"", ""School.GPA"") resolve to an actual function plus real metadata — required inputs, version, pack name. Every applica"
core/calculation/dependency-graph.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real graph construction and traversal, reading exclusively from the real, explicit `dependsOn` metadata every formula registration already carries — this file never parses JavaScri"
core/calculation/formula-library-church.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/dependency-history.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real, bounded audit trail of dependency changes per formula — dependency added/removed, deprecation, replacement. Written to by `DependencyEvents.emit()` when a real event carries "
core/calculation/dependency-engine.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"The single, real entry point for understanding how formulas relate to each other. This engine does not perform calculations — `CalculationEngine` already owns that — it owns depend"
core/calculation/calculation-history.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real, optional recording of every calculation — formula used, real inputs, real result, calling application/user/organization, real timestamp. ""Optional"" is genuine: `calculation-e"
core/calculation/packs/conversions.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/construction.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/education.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/healthcare.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/manufacturing.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/statistics.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Foundational, general-purpose statistics — Mean, Median, Mode, Percentage, WeightedScore. These are the real building blocks the Education pack (GPA, class ranking) is built on, ma"
core/calculation/packs/finance.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/engineering.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/payroll.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/inventory.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/accounting.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/agriculture.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/calculation/packs/logistics.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/organization/organization-role.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/organization/organization-hierarchy.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real validation of the organization's real reporting structure — circular reporting detection, vacant position reporting, hierarchy tree assembly. Pure consumer of `OrganizationRol"
core/organization/organization-registry.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/plugins/shopOS-search.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/mpesaOS-engine.js,"Business Domain — Plugin (PluginManager-registered, not a window.CozyOS.<X> coordinator)",2.1.0-ENTERPRISE,,,
core/plugins/shopOS-reconciliation.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/shopOS-sales.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/wholesaleOS-customer.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,"Customer identity, contact, and relationship data only — profile, contacts, credit limit, notes, follow-up reminders, preferred products, delivery locations. Matches the requested "
core/plugins/shopOS-purchasing.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/mpesaOS-float.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,"Real agent float balance tracking — current float, float purchases, float adjustments, float reconciliation, and full float history — per (companyId, branchId). This is genuinely M"
core/plugins/mpesaOS.js,"Business Domain — Plugin (PluginManager-registered, not a window.CozyOS.<X> coordinator)",2.1.0-ENTERPRISE,,,
core/plugins/wholesaleOS-debt.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,"Real debt tracking only: amount, due date, installments, payment history, balance, customer promises, reminder schedule, partial payments. References customers by `customerId` via "
core/plugins/shopOS-dashboard.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/shopOS-product.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/shopOS-core.js,"Business Domain — Plugin (PluginManager-registered, not a window.CozyOS.<X> coordinator)",1.0.0-ENTERPRISE,,,
core/plugins/shopOS-payments.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/wholesaleOS-core.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/mpesaOS-reporting.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,"Real business reports for MpesaOS: daily transaction totals, float movement, commission earned, till performance, paybill collections, agent activity. Every figure here is computed"
core/plugins/shopOS-reporting.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/mpesaOS-paybill.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,"Real paybill number management — registration, business mapping, status, and collections. The genuine distinguishing feature from Till (mpesaOS-till.js) is the account number: payb"
core/plugins/shopOS-bookkeeping.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/mpesaOS-till.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,"Real ""Buy Goods"" till number management — registration, merchant assignment, status (active/suspended/closed), and the accumulated balance from till payments until the merchant wit"
core/plugins/churchOS-core.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/plugins/shopOS-inventory.js,Business Domain — Plugin (PluginManager-registered),1.0.0-ENTERPRISE,,,
core/context/cozy-context-engine.js,Core / Shared Shell Service — Application Context & Personality,1.0.0-ENTERPRISE,,,"Per the CozyOS Universal Architecture Directive (Section 12): every application has a ""personality"" — welcome messages, daily content, reminders, widgets — that changes the CONTENT"
core/security/dev-access-service.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"A temporary, explicitly-disclosed development convenience — Production access continues to require a real, verified `CozyOS.Auth` administrator session with no exception. Developme"
core/security/recovery-phrase-manager.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/session-manager.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/cozy-auth.js,Core / Platform Foundation — Shared Platform Service,1.1.0-ENTERPRISE,,,
core/security/auth-factor-registry.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"The single, real source of truth for ""which authentication factors exist and what can currently verify them."" `AuthPolicyEngine` asks this registry ""do you have a provider for X"" r"
core/security/voice-provider.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/fingerprint-provider.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/qr-renderer.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,132a,
core/security/authentication-enrollment-store.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,358 (Persistent Authentication Enrollment),"The single, real source of truth for ""has this user enrolled this authentication factor, when, on which device, is it currently enabled, and when was it last used"" — the enrollment"
core/security/webauthn-provider.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,130,
core/security/recovery-question-manager.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/emergency-recovery-code-manager.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,130,
core/security/auth-coordinator.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,window.CozyOS.AuthorizationCoordinator,,"The one, real entry point callers (Developer Hub, and any future caller needing step-up authorization) should use instead of talking to `CozyOS.Auth`, `AuthPolicyEngine`, and `Auth"
core/security/face-capture-module.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,145 — Face Backend Integration,
core/security/auth-policy-engine.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Separates ""which authentication factors are required for a given operation"" (a real, configurable policy) from ""how a factor is verified"" (a real, pluggable provider). This file ow"
core/security/factor-provider-base.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"The single, real, shared implementation every authentication factor provider (Face, Fingerprint, Voice, Google Account) composes, instead of each file hand-duplicating the same reg"
core/security/recovery-key-manager.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,130,
core/security/face-provider.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/google-account-provider.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,
core/security/trusted-device-manager.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,,"Real device registration, trust tracking, and lifecycle management — 30-day trust period, 10-minute auto-lock on inactivity, device removal/replacement/loss, and a real, bounded de"
core/security/otp-provider.js,Core / Platform Foundation — Shared Platform Service,1.0.0-ENTERPRISE,,132a,
core/modules/builder/analysis-engine.js,Core / Builder — Architectural Understanding (Layer 3: analysis),1.0.0-ENTERPRISE,AnalysisEngine,M373,"Consumes Layer2GraphComposer graphs (Tier A) plus deterministic raw-text security/static-leak heuristics (Tier B) to emit evidence-backed findings; analyzes only, never repairs"
